Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2024-02-01 00:00:00,0,0,0,0,0,0,-15.91637
2024-02-01 01:00:00,0,0,0,0,0,0,-15.96267
2024-02-01 02:00:00,0,0,0,0,0,0,-15.94485
2024-02-01 03:00:00,0,0,0,0,0,0,-15.78157
2024-02-01 04:00:00,0,0,0,0,0,0,-15.80197
2024-02-01 05:00:00,0,0,0,0,0,0,-15.83836
2024-02-01 06:00:00,0,0,0,0,0,-0.04148173,-18.68056
2024-02-01 07:00:00,26.73033,31.55456,30.5775,32.74057,28.90381,29.68448,126.1199
2024-02-01 08:00:00,269.7846,288.843,271.2301,302.8827,257.6479,273.9801,1381.134
2024-02-01 09:00:00,519.4901,642.9912,621.1466,655.7102,615.0038,602.1036,3124.981
2024-02-01 10:00:00,703.0126,835.3329,820.9865,848.8795,802.2134,782.1936,4072.833
2024-02-01 11:00:00,818.1116,946.3056,929.0311,960.0259,908.6069,884.9583,4608.932
2024-02-01 12:00:00,851.0361,978.2584,968.6195,994.4103,945.3097,920.1078,4784.193
2024-02-01 13:00:00,808.3928,938.054,919.4296,949.1541,902.7165,878.8138,4564.945
2024-02-01 14:00:00,687.8338,820.8349,803.5736,827.2469,788.1036,763.275,3981.64
2024-02-01 15:00:00,501.8975,605.0275,605.2761,607.9429,595.0727,547.1852,2941.657
2024-02-01 16:00:00,274.5622,251.4375,263.0337,249.0137,243.5994,231.0616,1215.705
2024-02-01 17:00:00,46.96518,15.95847,25.1704,19.27258,23.21424,21.38183,76.53127
2024-02-01 18:00:00,0,0,0,0,0,0,-17.84403
2024-02-01 19:00:00,0,0,0,0,0,0,-15.80743
2024-02-01 20:00:00,0,0,0,0,0,0,-15.59352
2024-02-01 21:00:00,0,0,0,0,0,0,-15.81478
2024-02-01 22:00:00,0,0,0,0,0,0,-15.82231
2024-02-01 23:00:00,0,0,0,0,0,0,-15.76616
2024-02-02 00:00:00,0,0,0,0,0,0,-15.80736
2024-02-02 01:00:00,0,0,0,0,0,0,-15.77001
2024-02-02 02:00:00,0,0,0,0,0,0,-15.81454
2024-02-02 03:00:00,0,0,0,0,0,0,-15.82685
2024-02-02 04:00:00,0,0,0,0,0,0,-15.77222
