Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-02-01 00:00:00,-0.132018,0,0,0,0,-13.61067
2024-02-01 01:00:00,-0.2297798,0,0,0,0,-13.57883
2024-02-01 02:00:00,-0.1953911,0,0,0,0,-13.59733
2024-02-01 03:00:00,-0.2119924,0,0,0,0,-13.514
2024-02-01 04:00:00,-0.1153347,0,0,0,0,-13.66983
2024-02-01 05:00:00,-0.1389935,0,0,0,0,-13.58233
2024-02-01 06:00:00,-0.1040987,0,0,0,0,-13.73967
2024-02-01 07:00:00,53.6847,34.54832,35.02832,34.92001,35.96166,138.1192
2024-02-01 08:00:00,122.9025,136.5167,135.32,150.5483,135.4017,540.5707
2024-02-01 09:00:00,238.2706,388.3167,396.825,395.6183,402.0533,1538.213
2024-02-01 10:00:00,432.7448,899.7617,916.3,927.9199,939.0751,3603.209
2024-02-01 11:00:00,479.5376,1099.328,1080.467,1103.085,1041.512,4150.126
2024-02-01 12:00:00,452.1455,1167.916,1181.087,1231.988,1197.948,4664.394
2024-02-01 13:00:00,148.8839,318.8167,318.6267,335.3267,318.3467,1267.905
2024-02-01 14:00:00,225.8208,494.6083,483.9817,498.4117,483.28,1933.793
2024-02-01 15:00:00,256.0457,435.56,435.9417,429.4733,426.6367,1709.908
2024-02-01 16:00:00,108.1276,133.7467,133.0417,142.6683,131.1733,533.6807
2024-02-01 17:00:00,2.220649,0,0,0,0,-8.633168
2024-02-01 18:00:00,-0.3691337,0,0,0,0,-13.8835
2024-02-01 19:00:00,-0.1775606,0,0,0,0,-13.89417
2024-02-01 20:00:00,-0.1123725,0,0,0,0,-13.82417
2024-02-01 21:00:00,-0.08673488,0,0,0,0,-13.8695
2024-02-01 22:00:00,-0.1669949,0,0,0,0,-13.8745
2024-02-01 23:00:00,-0.3081279,0,0,0,0,-13.65533
2024-02-02 00:00:00,-0.05642302,0,0,0,0,-13.73367
2024-02-02 01:00:00,-0.1712071,0,0,0,0,-13.79066
2024-02-02 02:00:00,-0.2519923,0,0,0,0,-13.75383
2024-02-02 03:00:00,-0.2303016,0,0,0,0,-13.6575
2024-02-02 04:00:00,-0.06574605,0,0,0,0,-13.76334
2024-02-02 05:00:00,-0.151466,0,0,0,0,-13.75984
2024-02-02 06:00:00,-0.03327385,0,0,0,0,-13.766
2024-02-02 07:00:00,32.14277,15.90167,16.22,16.555,17.52333,73.3755
2024-02-02 08:00:00,84.29534,101.7017,101.6783,114.2266,104.6,407.0658
