Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2024-02-01 00:00:00,0,0,0,0,0,0,0,-8.101014
2024-02-01 01:00:00,0,0,0,0,0,0,0,-8.083123
2024-02-01 02:00:00,0,0,0,0,0,0,0,-8.004903
2024-02-01 03:00:00,0,0,0,0,0,0,0,-7.939392
2024-02-01 04:00:00,0,0,0,0,0,0,0,-7.908542
2024-02-01 05:00:00,0,0,0,0,0,0,0,-7.931439
2024-02-01 06:00:00,0.1229473,0,0,0,0,0,0,-8.001367
2024-02-01 07:00:00,33.4001,8.68236,9.229418,8.068705,8.659987,7.726275,5.806615,40.79227
2024-02-01 08:00:00,295.9447,239.2948,190.2398,222.1066,208.109,197.0047,194.3957,1262.089
2024-02-01 09:00:00,547.8372,528.2603,471.4069,524.1319,484.3766,447.4698,518.3644,2998.55
2024-02-01 10:00:00,736.3337,709.5375,684.4018,700.7059,650.2031,612.9489,700.6702,4067.385
2024-02-01 11:00:00,864.5427,818.1861,807.2051,812.9084,757.3085,724.7667,813.2606,4711.929
2024-02-01 12:00:00,910.6063,830.1308,828.7275,832.9462,790.4229,741.8747,832.9686,4829.764
2024-02-01 13:00:00,871.7545,786.7828,814.0374,811.6464,758.386,735.2133,802.6509,4683.637
2024-02-01 14:00:00,747.9816,668.5893,671.1041,690.2654,661.973,642.6335,712.8342,4032.671
2024-02-01 15:00:00,561.2874,481.028,459.4492,501.8463,506.7088,492.9807,546.7661,2989.175
2024-02-01 16:00:00,294.5205,217.3178,174.6861,243.8098,255.662,257.8716,273.0604,1428.708
2024-02-01 17:00:00,23.76499,20.15472,16.07911,21.46726,24.94863,25.30249,26.81401,127.1832
2024-02-01 18:00:00,0,0,0,0,0,0,0,-7.965886
2024-02-01 19:00:00,0,0,0,0,0,0,0,-7.969094
2024-02-01 20:00:00,0,0,0,0,0,0,0,-7.955182
2024-02-01 21:00:00,0,0,0,0,0,0,0,-7.982989
2024-02-01 22:00:00,0,0,0,0,0,0,0,-8.13231
2024-02-01 23:00:00,0,0,0,0,0,0,0,-8.195451
2024-02-02 00:00:00,0,0,0,0,0,0,0,-8.203854
2024-02-02 01:00:00,0,0,0,0,0,0,0,-8.192495
2024-02-02 02:00:00,0,0,0,0,0,0,0,-8.118777
2024-02-02 03:00:00,0,0,0,0,0,0,0,-8.019042
2024-02-02 04:00:00,0,0,0,0,0,0,0,-8.014688
2024-02-02 05:00:00,0,0,0,0,0,0,0,-7.994413
2024-02-02 06:00:00,0,0,0,0,0,0,0,-7.954331
2024-02-02 07:00:00,18.69813,3.85724,3.765342,3.995487,3.724368,3.517843,3.878347,14.6069
2024-02-02 08:00:00,130.3003,104.7769,101.7491,102.9384,95.93469,91.85602,100.4307,598.5459
2024-02-02 09:00:00,314.8444,287.3874,282.0856,258.1168,237.4397,226.6808,253.8257,1585.847
2024-02-02 10:00:00,734.013,653.0173,641.316,641.006,601.9827,575.2069,637.8364,3767.613
2024-02-02 11:00:00,596.4092,553.153,551.1486,565.6628,551.7461,512.1099,589.9651,3264.113
2024-02-02 12:00:00,743.1702,647.4711,665.3848,619.5741,604.3256,577.1981,630.7234,3777.56
2024-02-02 13:00:00,688.4484,590.931,605.4453,604.3857,578.1895,560.4529,610.918,3536.66
2024-02-02 14:00:00,711.3124,628.1378,631.0826,666.9142,622.2175,549.4454,658.8661,3747.382
2024-02-02 15:00:00,567.4247,476.1739,451.5733,539.3697,494.4962,439.2444,532.8792,2922.048
2024-02-02 16:00:00,306.3616,216.8804,182.6046,277.6965,264.3114,245.7252,277.5357,1440.334
2024-02-02 17:00:00,32.39026,22.55617,20.79002,25.84353,27.09594,23.89284,29.21672,141.337
2024-02-02 18:00:00,0,0,0,0,0,0,0,-8.035769
2024-02-02 19:00:00,0,0,0,0,0,0,0,-8.105558
2024-02-02 20:00:00,0,0,0,0,0,0,0,-8.166349
2024-02-02 21:00:00,0,0,0,0,0,0,0,-8.182792
2024-02-02 22:00:00,0,0,0,0,0,0,0,-8.155332
2024-02-02 23:00:00,0,0,0,0,0,0,0,-8.178738
2024-02-03 00:00:00,0,0,0,0,0,0,0,-8.133059
2024-02-03 01:00:00,0,0,0,0,0,0,0,-8.123398
2024-02-03 02:00:00,0,0,0,0,0,0,0,-8.102129
2024-02-03 03:00:00,0,0,0,0,0,0,0,-8.062071
2024-02-03 04:00:00,0,0,0,0,0,0,0,-8.029219
2024-02-03 05:00:00,0,0,0,0,0,0,0,-8.018487
2024-02-03 06:00:00,0,0,0,0,0,0,0,-8.069148
