"Mariposa Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2024-02-01 00:00:00,0,0,0,0,-9.599999
2024-02-01 01:00:00,0,0,0,0,-9.599999
2024-02-01 02:00:00,0,0,0,0,-9.599999
2024-02-01 03:00:00,0,0,0,0,-9.599999
2024-02-01 04:00:00,0,0,0,0,-9.599999
2024-02-01 05:00:00,0,0,0,0,-9.599999
2024-02-01 06:00:00,0,0,0,0,-9.599999
2024-02-01 07:00:00,50.37654,44.72364,50.3154,46.27983,140.8159
2024-02-01 08:00:00,353.903,485.2169,586.9494,591.5825,1673.66
2024-02-01 09:00:00,551.9713,1088.61,1115.322,1103.879,3317.376
2024-02-01 10:00:00,756.4556,1402.438,1428.82,1418.51,4247.101
2024-02-01 11:00:00,892.2878,1581.746,1610.807,1602.842,4777.914
2024-02-01 12:00:00,948.7552,1626.858,1654.838,1646.335,4899.727
2024-02-01 13:00:00,918.4945,1554.115,1582,1575.895,4681.806
2024-02-01 14:00:00,805.4435,1363.542,1393.353,1387.563,4116.917
2024-02-01 15:00:00,627.9083,1018.301,1084.134,1078.878,3164.708
2024-02-01 16:00:00,374.3875,426.9325,542.5623,563.3298,1525.363
2024-02-01 17:00:00,53.95213,50.55389,60.61442,63.28987,177.0751
2024-02-01 18:00:00,0,0,0,0,-9.599999
2024-02-01 19:00:00,0,0,0,0,-9.599999
2024-02-01 20:00:00,0,0,0,0,-9.599999
2024-02-01 21:00:00,0,0,0,0,-9.599999
2024-02-01 22:00:00,0,0,0,0,-9.599999
2024-02-01 23:00:00,0,0,0,0,-9.599999
2024-02-02 00:00:00,0,0,0,0,-9.599999
2024-02-02 01:00:00,0,0,0,0,-9.599999
2024-02-02 02:00:00,0,0,0,0,-9.599999
2024-02-02 03:00:00,0,0,0,0,-9.599999
2024-02-02 04:00:00,0,0,0,0,-9.599999
2024-02-02 05:00:00,0,0,0,0,-9.599999
2024-02-02 06:00:00,0,0,0,0,-9.599999
2024-02-02 07:00:00,13.9466,15.5336,16.40913,16.44165,46.5447
2024-02-02 08:00:00,213.6316,343.0587,394.4913,405.011,1140.683
2024-02-02 09:00:00,285.9171,470.0675,502.4503,498.3799,1487.574
2024-02-02 10:00:00,414.5305,728.4331,745.897,724.443,2200.782
2024-02-02 11:00:00,496.6985,835.0764,878.547,862.3438,2592.527
2024-02-02 12:00:00,688.3832,1236.221,1261.752,1212.805,3712.474
2024-02-02 13:00:00,912.8641,1505.822,1523.473,1553.469,4535.489
2024-02-02 14:00:00,815.2698,1262.643,1327.299,1386.286,3982.744
2024-02-02 15:00:00,477.3379,765.8033,781.0114,780.8236,2317.963
2024-02-02 16:00:00,253.3743,288.9638,349.6844,365.6184,993.025
2024-02-02 17:00:00,64.04749,44.50669,57.7259,57.28864,167.6949
2024-02-02 18:00:00,0,0,0,0,-9.599999
2024-02-02 19:00:00,0,0,0,0,-9.599999
2024-02-02 20:00:00,0,0,0,0,-9.599999
2024-02-02 21:00:00,0,0,0,0,-9.599999
2024-02-02 22:00:00,0,0,0,0,-9.599999
2024-02-02 23:00:00,0,0,0,0,-9.599999
2024-02-03 00:00:00,0,0,0,0,-9.599999
2024-02-03 01:00:00,0,0,0,0,-9.599999
2024-02-03 02:00:00,0,0,0,0,-9.599999
2024-02-03 03:00:00,0,0,0,0,-9.599999
2024-02-03 04:00:00,0,0,0,0,-9.599999
2024-02-03 05:00:00,0,0,0,0,-9.599999
2024-02-03 06:00:00,0,0,0,0,-9.599999
2024-02-03 07:00:00,47.4318,52.7821,60.83047,58.20836,171.4011
2024-02-03 08:00:00,305.1985,514.0522,610.1451,612.3813,1744.693
2024-02-03 09:00:00,565.0187,1101.074,1125.804,1115.845,3349.739
2024-02-03 10:00:00,771.8736,1434.686,1461.538,1453.146,4344.292
2024-02-03 11:00:00,906.478,1605.407,1630.345,1622.986,4839.867
2024-02-03 12:00:00,961.9564,1661.283,1666.148,1665.373,4962.197
2024-02-03 13:00:00,934.8589,1594.412,1624.506,1622.153,4807.589
2024-02-03 14:00:00,823.5702,1414.062,1446.114,1440.005,4272.772
2024-02-03 15:00:00,641.3245,1075.373,1125.863,1120.404,3304.444
2024-02-03 16:00:00,398.1407,465.7107,597.5511,620.2982,1678.061
2024-02-03 17:00:00,77.95055,52.73163,71.96245,77.20729,203.2324
2024-02-03 18:00:00,0,0,0,0,-9.576425
2024-02-03 19:00:00,0,0,0,0,-9.599999
2024-02-03 20:00:00,0,0,0,0,-9.599999
2024-02-03 21:00:00,0,0,0,0,-9.599999
2024-02-03 22:00:00,0,0,0,0,-9.599999
2024-02-03 23:00:00,0,0,0,0,-9.599999
