Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-03-01 00:00:00,0.005574815,0,0,0,0,
2024-03-01 01:00:00,-0.0596747,0,0,0,0,
2024-03-01 02:00:00,-0.1341646,0,0,0,0,
2024-03-01 03:00:00,-0.115382,0,0,0,0,
2024-03-01 04:00:00,-0.234721,0,0,0,0,
2024-03-01 05:00:00,-0.074439,0,0,0,0,
2024-03-01 06:00:00,3.977956,0,0,0,0,
2024-03-01 07:00:00,75.06895,20.11,43.60167,48.675,49.11668,
2024-03-01 08:00:00,458.9803,987.1934,1153.448,1071.188,1236.722,
2024-03-01 09:00:00,372.8773,947.9234,955.8616,980.6668,950.0984,
2024-03-01 10:00:00,386.6292,1052.963,1036.215,1030.63,997.0701,
2024-03-01 11:00:00,308.5158,968.3818,980.0552,982.175,987.6432,
2024-03-01 12:00:00,232.4603,729.8517,726.8284,706.0582,703.5784,
2024-03-01 13:00:00,291.2936,849.1633,861.22,874.045,862.6083,
2024-03-01 14:00:00,721.4707,2356.835,2337.432,1536.688,2250.49,
2024-03-01 15:00:00,786.6948,2345.165,2333.105,1430.792,2343.278,
2024-03-01 16:00:00,384.8835,1046.547,1082.145,724.4716,1167.065,
2024-03-01 17:00:00,40.78465,60.86834,61.29832,58.09668,63.40834,
2024-03-01 18:00:00,0.2400697,0,0,0,0,
2024-03-01 19:00:00,0.1796242,0,0,0,0,
2024-03-01 20:00:00,0.3333048,0,0,0,0,
2024-03-01 21:00:00,-0.2925194,0,0,0,0,
2024-03-01 22:00:00,-0.1446003,0,0,0,0,
2024-03-01 23:00:00,-0.06289285,0,0,0,0,
2024-03-02 00:00:00,-0.1859985,0,0,0,0,
2024-03-02 01:00:00,-0.1985918,0,0,0,0,
2024-03-02 02:00:00,-0.01492178,0,0,0,0,
2024-03-02 03:00:00,-0.1953328,0,0,0,0,
2024-03-02 04:00:00,-0.2718172,0,0,0,0,
2024-03-02 05:00:00,-0.2603917,0,0,0,0,
2024-03-02 06:00:00,3.906177,0,0,0,0,
2024-03-02 07:00:00,297.1063,157.1067,195.3267,194.24,166.0267,
2024-03-02 08:00:00,849.3834,1840.073,1909.318,1769.705,1806.262,
2024-03-02 09:00:00,417.9084,1022.1,1024.135,1043.278,1002.928,
2024-03-02 10:00:00,555.098,1404.178,1400.842,1406.44,1379.222,
2024-03-02 11:00:00,453.9184,1447.275,1449.08,1441.397,1424.602,
2024-03-02 12:00:00,707.0347,2113.823,2134.805,2043.722,2104.487,
