NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-03-01 00:00:00,0.1048611,0,0,0,0,-1.495433
2024-03-01 01:00:00,0.4152802,0,0,0,0,-1.487508
2024-03-01 02:00:00,0.3548588,0,0,0,0,-1.474196
2024-03-01 03:00:00,0,0,0,0,0,-1.789583
2024-03-01 04:00:00,0.25,0,0,0,0,-1.815853
2024-03-01 05:00:00,0,0,0,0,0,-1.428543
2024-03-01 06:00:00,0.3311149,0.01464237,0.0163907,0.005026428,0.01354952,-1.06288
2024-03-01 07:00:00,28.16129,23.99133,22.78205,23.22909,20.22279,92.77135
2024-03-01 08:00:00,97.3055,106.0193,100.064,102.2121,87.30671,361.8864
2024-03-01 09:00:00,371.4901,225.8085,210.5505,220.6499,190.959,623.6932
2024-03-01 10:00:00,389.3232,235.1595,221.0138,226.649,200.2767,644.4358
2024-03-01 11:00:00,188.8148,99.6573,97.26895,97.58276,84.77295,323.8031
2024-03-01 12:00:00,240.4982,134.1603,129.2479,131.2329,114.2459,417.6068
2024-03-01 13:00:00,153.3584,85.22969,83.60488,83.62194,72.86417,262.0229
2024-03-01 14:00:00,71.14247,45.93202,44.63274,44.78331,39.18639,142.1429
2024-03-01 15:00:00,56.10718,28.1561,27.14387,27.62279,24.31603,86.64355
2024-03-01 16:00:00,40.07494,18.5826,18.00857,17.73736,15.70141,10.96297
2024-03-01 17:00:00,11.33796,2.176531,1.88815,1.996076,1.815819,-74.08837
2024-03-01 18:00:00,0.6917124,0.001454335,0.001406707,0.00143274,0.000859089,-20.19555
2024-03-01 19:00:00,0,0,0,0,0,-134.7324
2024-03-01 20:00:00,0,0,0,0,0,-214.5593
2024-03-01 21:00:00,0,0,0,0,0,-2.402958
2024-03-01 22:00:00,0,0,0,0,0,-2.594624
2024-03-01 23:00:00,0,0,0,0,0,-2.909626
2024-03-02 00:00:00,0,0,0,0,0,-3.405868
2024-03-02 01:00:00,0,0,0,0,0,17.76418
2024-03-02 02:00:00,0,0,0,0,0,-5.931199
2024-03-02 03:00:00,0,0,0,0,0,-57.23398
2024-03-02 04:00:00,0,0,0,0,0,-70.60319
2024-03-02 05:00:00,0,0,0,0,0,-75.98454
2024-03-02 06:00:00,0,0,0,0,0,-4.392305
2024-03-02 07:00:00,14.66123,10.98442,10.35952,10.49252,9.218887,31.75429
2024-03-02 08:00:00,66.80745,61.59507,58.36594,65.21747,56.15976,193.79
2024-03-02 09:00:00,86.76285,86.72801,82.59627,84.95119,74.39758,257.639
2024-03-02 10:00:00,112.8904,123.1499,117.3041,118.1853,102.507,471.631
2024-03-02 11:00:00,161.2905,192.518,186.8939,173.7478,153.682,711.9359
2024-03-02 12:00:00,313.968,174.8081,167.1511,176.2704,152.4105,680.3319
2024-03-02 13:00:00,383.87,197.5451,187.6389,203.4153,173.2668,708.4859
2024-03-02 14:00:00,600.2333,324.6401,284.0193,319.1071,246.1861,867.9011
2024-03-02 15:00:00,520.3123,285.9313,262.7288,273.1523,235.3582,749.5928
2024-03-02 16:00:00,290.3086,193.9447,188.0713,191.0582,166.5601,545.9005
2024-03-02 17:00:00,147.4301,58.20424,58.44887,56.73034,48.57864,155.7962
2024-03-02 18:00:00,3.028756,0.6513995,0.6130962,0.5661015,0.4798986,-0.4960731
2024-03-02 19:00:00,0.1270833,0,0,0,0,-1.426499
2024-03-02 20:00:00,0,0,0,0,0,-1.103291
2024-03-02 21:00:00,0,0,0,0,0,-1.579128
2024-03-02 22:00:00,0,0,0,0,0,-1.650832
2024-03-02 23:00:00,0,0,0,0,0,-1.697892
2024-03-03 00:00:00,0.25,0,0,0,0,-1.766664
2024-03-03 01:00:00,0.5,0,0,0,0,-1.796249
2024-03-03 02:00:00,0,0,0,0,0,-2.486319
2024-03-03 03:00:00,0.25,0,0,0,0,0.1446895
