Red Oak Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2024-03-01 00:00:00,0,0,0,0,0,0,0,-8.654112
2024-03-01 01:00:00,0,0,0,0,0,0,0,-8.608772
2024-03-01 02:00:00,0,0,0,0,0,0,0,-8.563554
2024-03-01 03:00:00,0,0,0,0,0,0,0,-8.56842
2024-03-01 04:00:00,0,0,0,0,0,0,0,-8.664781
2024-03-01 05:00:00,0,0,0,0,0,0,0,-8.632227
2024-03-01 06:00:00,2.629124,0,0,0,0,0,0,-8.623497
2024-03-01 07:00:00,69.42934,49.94185,51.78911,51.16595,53.38449,53.69823,51.99215,314.3386
2024-03-01 08:00:00,147.9188,124.6119,128.5851,131.4614,135.1629,136.9731,133.9283,801.6829
2024-03-01 09:00:00,315.6371,272.0271,277.9644,284.4334,293.43,299.3313,290.7804,1743.352
2024-03-01 10:00:00,575.4968,495.6983,513.6915,533.9225,556.175,544.4302,527.3091,3189.275
2024-03-01 11:00:00,586.0076,516.8657,533.1365,552.268,564.7874,556.2147,552.4604,3274.952
2024-03-01 12:00:00,532.0186,476.5973,493.4695,513.9779,523.7358,510.586,500.8081,2988.015
2024-03-01 13:00:00,476.2202,413.1403,427.248,430.1908,432.1375,461.9559,450.692,2656.416
2024-03-01 14:00:00,340.5632,296.6385,305.3842,312.7629,318.6505,327.1291,318.7104,1901.293
2024-03-01 15:00:00,189.6625,164.5839,169.797,173.7753,178.4062,179.7369,175.3855,1052.317
2024-03-01 16:00:00,45.53302,41.53755,42.72302,43.41523,44.30455,45.62276,44.24472,260.215
2024-03-01 17:00:00,7.280023,7.497948,7.954263,8.046197,8.53192,8.625597,8.361773,42.42102
2024-03-01 18:00:00,0,0,0,0,0,0,0,-8.712202
2024-03-01 19:00:00,0.09018925,0,0,0,0,0,0,-8.734715
2024-03-01 20:00:00,0.1327346,0,0,0,0,0,0,-8.737403
2024-03-01 21:00:00,0,0,0,0,0,0,0,-8.780375
2024-03-01 22:00:00,0,0,0,0,0,0,0,-8.714184
2024-03-01 23:00:00,0,0,0,0,0,0,0,-8.755448
2024-03-02 00:00:00,0,0,0,0,0,0,0,-8.807639
2024-03-02 01:00:00,0,0,0,0,0,0,0,-8.747135
2024-03-02 02:00:00,0,0,0,0,0,0,0,-8.707232
2024-03-02 03:00:00,0,0,0,0,0,0,0,-8.730293
2024-03-02 04:00:00,0,0,0,0,0,0,0,-8.734082
2024-03-02 05:00:00,0,0,0,0,0,0,0,-8.705203
2024-03-02 06:00:00,0.7601033,0,0,0,0,0,0,-8.649205
2024-03-02 07:00:00,15.49703,1.82013,1.708073,7.126275,1.751744,2.005256,1.8737,8.291905
2024-03-02 08:00:00,85.94762,71.54156,72.915,71.89443,72.79556,78.40767,77.62797,455.877
2024-03-02 09:00:00,293.033,251.4497,252.9812,256.3314,263.0819,272.5774,263.6169,1596.183
2024-03-02 10:00:00,622.3046,513.5919,534.9742,551.9916,582.8364,567.8864,552.3244,3332.706
2024-03-02 11:00:00,728.9177,565.6285,561.7542,539.2293,529.8422,654.0969,602.1115,3482.344
2024-03-02 12:00:00,884.0941,612.5916,582.6488,644.71,631.8542,707.2543,671.0416,3863.458
2024-03-02 13:00:00,766.5627,550.5139,522.2736,548.6299,546.7917,632.2671,567.6033,3394.918
2024-03-02 14:00:00,668.7178,492.657,541.8454,586.7349,640.9553,578.6893,572.2512,3401.708
2024-03-02 15:00:00,587.261,540.8616,563.1017,592.5925,597.4327,606.0383,598.55,3523.077
2024-03-02 16:00:00,355.8731,316.1875,332.9117,357.6076,351.9632,363.3054,362.1164,2103.264
2024-03-02 17:00:00,106.8029,75.31205,81.89619,97.99995,70.67077,94.1944,98.63195,521.5605
2024-03-02 18:00:00,0.05136651,0.4559035,0.489834,0.3833242,0.5996003,0.5419115,0.6343852,-5.244432
2024-03-02 19:00:00,0,0,0,0,0,0,0,-8.631216
2024-03-02 20:00:00,0,0,0,0,0,0,0,-8.682314
2024-03-02 21:00:00,0,0,0,0,0,0,0,-8.725329
2024-03-02 22:00:00,0,0,0,0,0,0,0,-8.734557
2024-03-02 23:00:00,0,0,0,0,0,0,0,-8.696839
2024-03-03 00:00:00,0,0,0,0,0,0,0,-8.771564
2024-03-03 01:00:00,0,0,0,0,0,0,0,-8.792605
2024-03-03 02:00:00,0,0,0,0,0,0,0,-8.692142
2024-03-03 03:00:00,0,0,0,0,0,0,0,-8.679188
2024-03-03 04:00:00,0,0,0,0,0,0,0,-8.673036
2024-03-03 05:00:00,0,0,0,0,0,0,0,-8.611602
2024-03-03 06:00:00,0.9683136,0,0,0,0,0,0,-8.565121
2024-03-03 07:00:00,31.84274,14.03876,23.9775,24.45035,26.23876,24.56264,24.48672,132.508
2024-03-03 08:00:00,198.8839,169.1628,166.7894,170.401,178.9618,185.8868,178.1795,1060.442
2024-03-03 09:00:00,392.4319,345.7335,377.6144,383.1132,385.1704,392.321,385.0823,2324.013
2024-03-03 10:00:00,557.7361,526.7516,527.887,533.0245,535.3259,542.9135,533.6249,3219.191
2024-03-03 11:00:00,734.6511,648.9104,651.7197,662.7656,700.6332,685.2121,656.4,3987.196
2024-03-03 12:00:00,695.7609,593.4425,633.646,659.9114,676.7577,647.2586,644.0067,3862.621
2024-03-03 13:00:00,385.3485,316.3033,323.7875,337.7927,339.4395,356.3744,343.4842,2010.49
2024-03-03 14:00:00,490.1833,443.0811,453.71,462.3482,459.1369,489.4525,482.7117,2810.264
2024-03-03 15:00:00,357.0423,319.3813,331.2365,339.6702,349.804,342.4897,341.5744,2035.271
2024-03-03 16:00:00,199.8447,163.6111,166.5354,171.9246,171.2526,184.5145,178.9961,1047.206
2024-03-03 17:00:00,65.15873,51.54846,53.9408,56.19315,55.73004,58.19464,57.90729,332.2605
2024-03-03 18:00:00,0.3153022,0.508004,0.545866,0.5796378,0.570455,0.6073043,0.5769515,-4.976797
2024-03-03 19:00:00,0,0,0,0,0,0,0,-8.673265
2024-03-03 20:00:00,0,0,0,0,0,0,0,-8.74873
2024-03-03 21:00:00,0,0,0,0,0,0,0,-8.730816
2024-03-03 22:00:00,0,0,0,0,0,0,0,-8.696243
2024-03-03 23:00:00,0,0,0,0,0,0,0,-8.692544
2024-03-04 00:00:00,0,0,0,0,0,0,0,-8.770579
2024-03-04 01:00:00,0,0,0,0,0,0,0,-8.775119
2024-03-04 02:00:00,0,0,0,0,0,0,0,-8.763339
2024-03-04 03:00:00,0,0,0,0,0,0,0,-8.735923
2024-03-04 04:00:00,0,0,0,0,0,0,0,-8.647787
2024-03-04 05:00:00,0,0,0,0,0,0,0,-8.560584
2024-03-04 06:00:00,2.408139,0,0,0,0,0,0,-8.582032
2024-03-04 07:00:00,99.30186,75.97605,77.33483,77.75315,79.91646,82.51116,79.10191,476.8182
2024-03-04 08:00:00,285.6082,240.9285,245.2361,246.2827,258.175,267.2138,256.5486,1554.234
2024-03-04 09:00:00,359.8193,326.2612,336.5381,353.8432,350.1822,349.5018,353.8131,2094.119
2024-03-04 10:00:00,709.72,636.8443,659.0867,644.8013,664.2128,663.5707,648.9274,3906.274
2024-03-04 11:00:00,351.6265,304.9289,314.0744,319.0585,324.6242,329.8626,323.8935,1934.177
2024-03-04 12:00:00,157.0793,142.1339,145.8569,148.415,152.9025,155.5069,151.2269,903.5635
2024-03-04 13:00:00,165.366,153.8554,158.1155,161.7042,165.2713,168.611,164.3651,983.7913
2024-03-04 14:00:00,137.8755,125.1833,127.9928,129.9707,132.2008,136.7266,132.5226,792.9406
2024-03-04 15:00:00,102.9384,91.76598,95.32208,97.69598,99.88714,101.6115,99.14673,590.9214
2024-03-04 16:00:00,56.73581,49.90744,51.38098,53.45884,54.82213,55.27745,54.05057,317.2302
2024-03-04 17:00:00,20.75791,16.81166,17.44836,18.38832,18.74096,18.94399,18.5274,103.4624
2024-03-04 18:00:00,0.1856654,0,0.07358108,0,0.07038713,0,0.07693063,-8.346275
2024-03-04 19:00:00,0,0,0,0,0,0,0,-8.662033
2024-03-04 20:00:00,0,0,0,0,0,0,0,-8.718569
2024-03-04 21:00:00,0,0,0,0,0,0,0,-8.742344
2024-03-04 22:00:00,0,0,0,0,0,0,0,-8.718448
2024-03-04 23:00:00,0,0,0,0,0,0,0,-8.7333
2024-03-05 00:00:00,0,0,0,0,0,0,0,-8.757754
2024-03-05 01:00:00,0,0,0,0,0,0,0,-8.63284
2024-03-05 02:00:00,0,0,0,0,0,0,0,-8.622047
2024-03-05 03:00:00,0,0,0,0,0,0,0,-8.626387
2024-03-05 04:00:00,0,0,0,0,0,0,0,-8.602642
2024-03-05 05:00:00,0,0,0,0,0,0,0,-8.618927
2024-03-05 06:00:00,1.61528,0,0,0,0,0,0,-8.569642
2024-03-05 07:00:00,53.46703,30.24229,33.73835,32.22721,32.83413,43.2616,32.74306,199.1295
2024-03-05 08:00:00,180.5726,151.2224,146.0454,156.9293,160.6285,168.0946,164.1186,942.4348
2024-03-05 09:00:00,454.0754,379.6375,353.6764,369.708,364.6611,436.8917,400.0245,2337.03
2024-03-05 10:00:00,332.5396,283.2293,286.1689,291.5798,296.6479,304.1482,296.3047,1778.808
2024-03-05 11:00:00,201.6152,174.2341,178.8569,184.2385,188.1378,191.1006,186.6687,1114.634
2024-03-05 12:00:00,176.7769,155.0537,160.3091,164.2618,168.0326,170.616,166.9101,997.9908
2024-03-05 13:00:00,194.8425,169.8995,174.1936,175.5748,175.6339,184.4111,179.0869,1076.942
2024-03-05 14:00:00,228.4574,193.8571,200.0449,205.2904,207.679,213.1406,208.3493,1246.662
2024-03-05 15:00:00,136.3855,115.1895,118.9128,122.5062,124.9514,127.3204,124.5161,741.0844
2024-03-05 16:00:00,103.8673,85.89568,88.47254,90.05936,91.86537,94.51243,91.97606,547.3688
2024-03-05 17:00:00,32.17597,26.51233,27.44723,28.38816,28.73178,29.81689,28.88707,165.611
2024-03-05 18:00:00,0.05988235,0.44361,0.4706553,0.4384198,0.4168903,,0.4537395,-8.076028
2024-03-05 19:00:00,0,0,0,0,0,0,0,-9.279409
2024-03-05 20:00:00,0,0,0,0,0,0,0,-8.384345
2024-03-05 21:00:00,0,0,0,0,0,0,0,-8.371267
2024-03-05 22:00:00,0,0,0,0,0,0,0,-8.350455
2024-03-05 23:00:00,0,0,0,0,0,0,0,-8.37864
2024-03-06 00:00:00,0,0,0,0,0,0,0,-8.390203
2024-03-06 01:00:00,0,0,0,0,0,0,0,-8.416961
2024-03-06 02:00:00,0,0,0,0,0,0,0,-8.448798
2024-03-06 03:00:00,0,0,0,0,0,0,0,-8.33313
2024-03-06 04:00:00,0,0,0,0,0,0,0,-8.250717
2024-03-06 05:00:00,0,0,0,0,0,0,0,-8.222238
2024-03-06 06:00:00,0.8135105,0,0,0,0,0,0,-8.279742
2024-03-06 07:00:00,10.80953,2.258275,2.366233,2.523095,2.552327,2.64311,2.550412,6.791377
2024-03-06 08:00:00,39.86712,34.30899,35.84251,37.037,37.46999,38.93949,37.79174,219.8633
2024-03-06 09:00:00,101.7766,91.03386,92.31075,94.8459,96.43667,99.91944,96.81812,576.9745
2024-03-06 10:00:00,118.2411,104.8062,106.9785,109.2978,110.8033,115.085,111.1014,667.2526
2024-03-06 11:00:00,130.1338,117.386,121.8903,123.981,127.3873,128.2364,125.6582,755.3895
