Four Oaks,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2024-03-01 00:00:00,0,0,0,0,-8.25202
2024-03-01 01:00:00,0,0,0,0,-8.391316
2024-03-01 02:00:00,0,0,0,0,-8.405837
2024-03-01 03:00:00,0,0,0,0,-8.648298
2024-03-01 04:00:00,0,0,0,0,-8.401009
2024-03-01 05:00:00,0,0,0,0,-8.474356
2024-03-01 06:00:00,0.05622223,0,0,0,-8.504639
2024-03-01 07:00:00,15.58215,20.83307,21.54653,16.63837,59.1691
2024-03-01 08:00:00,100.1852,178.088,140.0807,185.9008,499.1667
2024-03-01 09:00:00,189.4946,339.0962,261.1331,356.4233,948.6573
2024-03-01 10:00:00,269.447,476.2413,368.9876,502.7951,1345.375
2024-03-01 11:00:00,299.7494,538.027,415.6177,569.6846,1528.174
2024-03-01 12:00:00,432.2396,748.7322,620.7285,783.9581,2164.602
2024-03-01 13:00:00,273.939,461.3656,369.0212,483.4125,1322.085
2024-03-01 14:00:00,140.3302,238.181,190.0784,246.2542,672.1946
2024-03-01 15:00:00,99.52255,155.5605,128.961,163.4876,446.5524
2024-03-01 16:00:00,53.89251,73.89465,67.61794,69.55009,206.6007
2024-03-01 17:00:00,10.6283,2.131485,4.644332,2.603425,4.359118
2024-03-01 18:00:00,0.26025,0,0,0,-7.858662
2024-03-01 19:00:00,0,0,0,0,-7.879661
2024-03-01 20:00:00,0,0,0,0,-8.06379
2024-03-01 21:00:00,0,0,0,0,-8.041471
2024-03-01 22:00:00,0,0,0,0,-8.186646
2024-03-01 23:00:00,0,0,0,0,-8.233488
2024-03-02 00:00:00,0,0,0,0,-8.233135
2024-03-02 01:00:00,0,0,0,0,-8.221991
2024-03-02 02:00:00,0,0,0,0,-8.201201
2024-03-02 03:00:00,0,0,0,0,-8.303378
2024-03-02 04:00:00,0,0,0,0,-8.133214
2024-03-02 05:00:00,0,0,0,0,-8.266473
2024-03-02 06:00:00,0.05025001,0,0,0,-8.168517
2024-03-02 07:00:00,4.987065,2.023014,1.332728,0,-4.466341
2024-03-02 08:00:00,47.37246,97.08796,84.58282,98.03842,268.6187
2024-03-02 09:00:00,228.8867,429.9572,330.5038,450.4706,1201.628
2024-03-02 10:00:00,498.2848,778.3978,624.2366,817.7281,2217.739
2024-03-02 11:00:00,415.1974,683.6891,583.7819,719.5189,2000.003
2024-03-02 12:00:00,604.7974,915.1685,695.0967,1014.1,2610.472
2024-03-02 13:00:00,666.7184,1097.054,803.742,1125.633,3014.678
2024-03-02 14:00:00,786.2966,1249.64,992.2012,1334.888,3553.213
2024-03-02 15:00:00,586.6175,924.1655,843.5174,1001.641,2761.854
2024-03-02 16:00:00,335.5678,496.3516,408.7951,562.3887,1469.592
2024-03-02 17:00:00,106.0208,95.97747,85.79433,117.7331,302.0941
2024-03-02 18:00:00,3.445403,0,0,0,-8.221234
2024-03-02 19:00:00,0,0,0,0,-7.842562
2024-03-02 20:00:00,0,0,0,0,-7.891236
2024-03-02 21:00:00,0,0,0,0,-7.958678
2024-03-02 22:00:00,0,0,0,0,-8.020406
2024-03-02 23:00:00,0,0,0,0,-7.970215
2024-03-03 00:00:00,0,0,0,0,-8.042419
2024-03-03 01:00:00,0,0,0,0,-8.129666
2024-03-03 02:00:00,0,0,0,0,-8.156846
2024-03-03 03:00:00,0,0,0,0,-8.10684
2024-03-03 04:00:00,0,0,0,0,-8.104659
2024-03-03 05:00:00,0,0,0,0,-8.09886
2024-03-03 06:00:00,0.6441111,0,0.01586444,0.00631889,-8.169826
2024-03-03 07:00:00,150.4288,227.6611,182.855,200.4918,593.2703
2024-03-03 08:00:00,336.0388,568.0034,441.0473,539.6674,1544.625
2024-03-03 09:00:00,347.419,625.6766,470.0533,633.5051,1729.453
2024-03-03 10:00:00,564.0986,944.1243,780.02,988.2268,2679.552
2024-03-03 11:00:00,700.8597,1114.746,907.9136,1135.797,3149.411
2024-03-03 12:00:00,471.5788,735.4194,611.3347,778.141,2120.339
2024-03-03 13:00:00,339.8639,559.2117,450.7777,592.5111,1600.67
2024-03-03 14:00:00,294.2749,481.1955,395.3716,502.2416,1371.089
2024-03-03 15:00:00,272.9167,437.8689,362.9453,465.6326,1264.822
2024-03-03 16:00:00,208.4472,324.9708,263.241,347.5574,931.8105
2024-03-03 17:00:00,68.2626,76.42526,72.17744,86.43146,237.9333
2024-03-03 18:00:00,3.937549,0,0,0,-8.773214
2024-03-03 19:00:00,0.008277778,0,0,0,-7.768959
2024-03-03 20:00:00,0,0,0,0,-7.826183
2024-03-03 21:00:00,0,0,0,0,-7.922513
2024-03-03 22:00:00,0,0,0,0,-7.9421
2024-03-03 23:00:00,0,0,0,0,-7.951464
2024-03-04 00:00:00,0,0,0,0,-8.064241
2024-03-04 01:00:00,0,0,0,0,-8.036222
2024-03-04 02:00:00,0,0,0,0,-8.021794
2024-03-04 03:00:00,0,0,0,0,-8.072563
2024-03-04 04:00:00,0,0,0,0,-8.068085
2024-03-04 05:00:00,0,0,0,0,-8.010253
2024-03-04 06:00:00,0.9004445,0.00461111,0.739,1.181722,-6.046884
2024-03-04 07:00:00,66.70613,110.3761,99.57232,121.0466,320.9283
2024-03-04 08:00:00,280.3145,486.5658,376.2129,492.5128,1347.577
2024-03-04 09:00:00,420.1386,678.0801,562.7093,709.8215,1933.37
2024-03-04 10:00:00,656.3384,989.2139,852.9755,1017.644,2874.073
2024-03-04 11:00:00,545.573,895.1688,776.288,950.7661,2646.69
2024-03-04 12:00:00,336.1957,538.8797,445.9407,557.8197,1553.505
2024-03-04 13:00:00,279.6587,465.7578,378.0886,491.4118,1334.968
2024-03-04 14:00:00,205.0423,343.9037,275.8767,363.002,979.8895
2024-03-04 15:00:00,191.786,309.0812,249.5902,328.0786,876.5195
2024-03-04 16:00:00,51.39949,56.44085,61.60889,64.01152,173.0188
2024-03-04 17:00:00,21.21468,15.90299,19.38084,19.65846,43.27218
2024-03-04 18:00:00,2.841111,0,0,0,-8.376328
2024-03-04 19:00:00,0,0,0,0,-7.85911
2024-03-04 20:00:00,0,0,0,0,-7.974367
2024-03-04 21:00:00,0,0,0,0,-7.961434
2024-03-04 22:00:00,0,0,0,0,-7.974427
2024-03-04 23:00:00,0,0,0,0,-8.01378
2024-03-05 00:00:00,0,0,0,0,-8.018635
