Siler 421 Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2024-03-01 00:00:00,0,,,,0,0,0,-8.334308
2024-03-01 01:00:00,0,,,,0,0,0,-8.357232
2024-03-01 02:00:00,0,,,,0,0,0,-8.419362
2024-03-01 03:00:00,0,,,,0,0,0,-8.382083
2024-03-01 04:00:00,0,,,,0,0,0,-8.368962
2024-03-01 05:00:00,0,,,,0,0,0,-8.35387
2024-03-01 06:00:00,0.3252272,,,,0,0,0,-8.468096
2024-03-01 07:00:00,26.2082,,,,15.14719,19.13653,18.62256,91.38902
2024-03-01 08:00:00,75.64483,,,,68.66983,72.44835,72.25922,417.4875
2024-03-01 09:00:00,154.8113,,,,141.4317,148.7216,148.4994,866.3556
2024-03-01 10:00:00,123.7801,,,,117.3655,123.0369,122.9907,717.1619
2024-03-01 11:00:00,289.898,,,,273.9046,286.2329,286.4553,1672.316
2024-03-01 12:00:00,271.3895,,,,255.0482,264.3848,266.1434,1573.818
2024-03-01 13:00:00,177.6423,,,,172.4328,178.5895,178.7213,1049.058
2024-03-01 14:00:00,125.4617,,,,126.2758,131.7479,131.7119,770.6235
2024-03-01 15:00:00,55.27554,,,,56.77788,59.41764,59.44329,343.4911
2024-03-01 16:00:00,39.69596,,,,38.53854,40.28288,40.39006,231.4855
2024-03-01 17:00:00,9.782476,,,,7.148252,7.545181,8.232141,38.43557
2024-03-01 18:00:00,0.05831166,,,,0,0,0,-8.459982
2024-03-01 19:00:00,0,,,,0,0,0,-8.508047
2024-03-01 20:00:00,0,,,,0,0,0,-8.482425
2024-03-01 21:00:00,0,,,,0,0,0,-8.496407
2024-03-01 22:00:00,0,,,,0,0,0,-8.470023
2024-03-01 23:00:00,0,,,,0,0,0,-8.416119
2024-03-02 00:00:00,0,,,,0,0,0,-8.363621
2024-03-02 01:00:00,0,,,,0,0,0,-8.3855
2024-03-02 02:00:00,0,,,,0,0,0,-8.390197
2024-03-02 03:00:00,0,,,,0,0,0,-8.399434
2024-03-02 04:00:00,0,,,,0,0,0,-8.38012
2024-03-02 05:00:00,0,,,,0,0,0,-8.331034
2024-03-02 06:00:00,0.2679493,,,,0,0,0,-8.367852
2024-03-02 07:00:00,29.75175,,,,22.84329,14.51657,14.42995,100.7054
2024-03-02 08:00:00,149.8152,,,,127.064,135.6046,134.4184,777.6717
2024-03-02 09:00:00,277.0587,,,,248.6031,259.9407,261.924,1524.563
2024-03-02 10:00:00,335.3239,,,,302.8686,317.0143,317.6878,1856.65
2024-03-02 11:00:00,368.3659,,,,335.4967,349.0602,350.6782,2047.387
2024-03-02 12:00:00,731.9244,,,,471.8442,665.1465,691.0969,3418.419
2024-03-02 13:00:00,999.8796,,,,824.8411,828.4462,825.7256,4911.457
2024-03-02 14:00:00,712.7092,,,,655.8713,667.1284,651.0899,3949.787
2024-03-02 15:00:00,629.0544,,,,609.6665,622.4566,617.0621,3631.878
2024-03-02 16:00:00,396.0825,,,,376.6939,376.3842,373.4461,2206.29
2024-03-02 17:00:00,113.4419,,,,93.12946,91.05428,97.39668,528.356
2024-03-02 18:00:00,0.4867209,,,,0.921929,1.197541,1.236539,-1.771916
2024-03-02 19:00:00,0,,,,0,0,0,-8.386799
2024-03-02 20:00:00,0,,,,0,0,0,-8.448374
2024-03-02 21:00:00,0,,,,0,0,0,-8.494238
2024-03-02 22:00:00,0,,,,0,0,0,-8.397536
2024-03-02 23:00:00,0,,,,0,0,0,-8.415435
2024-03-03 00:00:00,0.01655187,,,,0,0,0,-8.458367
2024-03-03 01:00:00,0.04534569,,,,0,0,0,-8.422978
2024-03-03 02:00:00,0,,,,0,0,0,-8.440689
2024-03-03 03:00:00,0,,,,0,0,0,-8.397238
2024-03-03 04:00:00,0,,,,0,0,0,-8.411532
2024-03-03 05:00:00,0,,,,0,0,0,-8.372516
2024-03-03 06:00:00,1.663934,,,,0.5801175,0,0,-7.685542
2024-03-03 07:00:00,90.71572,,,,78.45664,71.70076,75.09232,444.4254
2024-03-03 08:00:00,272.3698,,,,254.4711,273.2933,288.9852,1589.272
2024-03-03 09:00:00,364.328,,,,340.9319,338.07,335.8861,2061.791
2024-03-03 10:00:00,463.3199,,,,458.1309,447.9351,468.568,2695.48
2024-03-03 11:00:00,364.6703,,,,339.3373,352.8493,339.8412,2079.505
2024-03-03 12:00:00,491.9153,,,,460.6797,434.7988,443.9276,2701.983
2024-03-03 13:00:00,468.4774,,,,432.9974,417.6714,429.9082,2612.81
2024-03-03 14:00:00,403.7405,,,,499.6043,409.1165,474.5368,2889.853
2024-03-03 15:00:00,367.3736,,,,394.2955,338.9517,358.046,2222.51
2024-03-03 16:00:00,191.7308,,,,176.3082,181.0515,180.0964,1054.513
2024-03-03 17:00:00,82.65772,,,,80.80401,75.43857,80.98441,462.0386
2024-03-03 18:00:00,1.665816,,,,2.040735,2.230167,2.3242,4.871974
2024-03-03 19:00:00,0,,,,0,0,0,-8.372846
2024-03-03 20:00:00,0,,,,0,0,0,-8.425311
2024-03-03 21:00:00,0,,,,0,0,0,-8.490604
2024-03-03 22:00:00,0,,,,0,0,0,-8.439194
2024-03-03 23:00:00,0,,,,0,0,0,-8.492363
2024-03-04 00:00:00,0,,,,0,0,0,-8.445569
2024-03-04 01:00:00,0,,,,0,0,0,-8.380425
2024-03-04 02:00:00,0,,,,0,0,0,-8.37007
2024-03-04 03:00:00,0,,,,0,0,0,-8.347376
2024-03-04 04:00:00,0,,,,0,0,0,-8.304171
2024-03-04 05:00:00,0,,,,0,0,0,-8.324327
2024-03-04 06:00:00,1.236153,,,,0.1230349,0.02445063,0,-8.259244
2024-03-04 07:00:00,74.32771,,,,61.68644,52.4557,61.14022,343.3161
2024-03-04 08:00:00,217.0859,,,,198.4252,213.8336,216.3721,1229.866
2024-03-04 09:00:00,617.4395,,,,569.8483,600.8091,609.9545,3504.405
2024-03-04 10:00:00,894.8331,,,,810.7368,832.0958,820.3926,4858.293
2024-03-04 11:00:00,862.1539,,,,733.1157,768.3781,778.9088,4371.146
2024-03-04 12:00:00,579.5932,,,,540.2976,552.4125,545.2362,3169.295
2024-03-04 13:00:00,528.452,,,,490.9116,524.8588,539.5516,2981.512
2024-03-04 14:00:00,441.1833,,,,429.8789,428.8001,442.4821,2562.361
2024-03-04 15:00:00,290.4745,,,,264.936,276.1936,275.2133,1591.561
2024-03-04 16:00:00,131.0699,,,,117.1935,120.9304,121.7075,702.9459
2024-03-04 17:00:00,35.51385,,,,32.49171,33.30951,33.90078,189.4907
2024-03-04 18:00:00,0.6982049,,,,0.700129,0.9962725,1.057927,-3.082221
2024-03-04 19:00:00,0.0693776,,,,0,0,0,-8.450316
2024-03-04 20:00:00,0,,,,0,0,0,-8.472676
2024-03-04 21:00:00,0,,,,0,0,0,-8.496574
2024-03-04 22:00:00,0,,,,0,0,0,-8.406193
2024-03-04 23:00:00,0,,,,0,0,0,-8.4486
2024-03-05 00:00:00,0,,,,0,0,0,-8.482512
2024-03-05 01:00:00,0,,,,0,0,0,-8.42411
2024-03-05 02:00:00,0,,,,0,0,0,-8.33818
2024-03-05 03:00:00,0,,,,0,0,0,-8.341336
2024-03-05 04:00:00,0,,,,0,0,0,-8.362984
2024-03-05 05:00:00,0,,,,0,0,0,-8.327935
2024-03-05 06:00:00,0.9927973,,,,0,0,0,-8.376177
2024-03-05 07:00:00,35.04272,,,,28.62208,27.11547,26.62905,158.941
2024-03-05 08:00:00,88.26482,,,,79.40395,82.2526,82.81571,481.6449
2024-03-05 09:00:00,185.0539,,,,169.0715,172.9181,174.0862,1030.068
2024-03-05 10:00:00,312.693,,,,280.8688,293.2819,297.9186,1715.682
2024-03-05 11:00:00,743.1855,,,,575.6078,665.3443,644.8196,3652.935
2024-03-05 12:00:00,876.1103,,,,804.9277,821.3879,822.9721,4856.266
2024-03-05 13:00:00,797.3007,,,,744.0403,769.7967,771.6806,4462.936
2024-03-05 14:00:00,565.0999,,,,530.5521,550.2313,548.3857,3206.95
2024-03-05 15:00:00,398.1021,,,,372.8966,384.1722,382.8654,2247.346
2024-03-05 16:00:00,220.1635,,,,202.7005,208.111,207.5054,1218.71
2024-03-05 17:00:00,58.37627,,,,51.69481,53.53008,53.62917,308.8322
2024-03-05 18:00:00,0.660057,,,,0.7057598,0.989366,0.9765882,-3.448096
2024-03-05 19:00:00,0,,,,0,0,0,-8.53423
2024-03-05 20:00:00,0,,,,0,0,0,-8.476812
2024-03-05 21:00:00,0,,,,0,0,0,-8.486988
2024-03-05 22:00:00,0,,,,0,0,0,-8.46911
2024-03-05 23:00:00,0,,,,0,0,0,-8.451085
2024-03-06 00:00:00,0,,,,0,0,0,-8.511582
2024-03-06 01:00:00,0,,,,0,0,0,-8.400638
2024-03-06 02:00:00,0,,,,0,0,0,-8.362922
2024-03-06 03:00:00,0,,,,0,0,0,-8.353477
2024-03-06 04:00:00,0,,,,0,0,0,-8.318195
2024-03-06 05:00:00,0,,,,0,0,0,-8.378107
2024-03-06 06:00:00,0.5734071,,,,0,0,0,-8.353756
2024-03-06 07:00:00,14.27215,,,,9.804756,7.993787,7.717873,44.94282
2024-03-06 08:00:00,48.16048,,,,44.57752,47.26917,47.15002,268.0056
2024-03-06 09:00:00,127.824,,,,142.5598,149.4897,148.9488,640.2632
2024-03-06 10:00:00,106.1853,,,,100.5658,104.6906,105.3787,613.2971
2024-03-06 11:00:00,116.7448,,,,112.1309,117.3714,117.5626,680.8154
2024-03-06 12:00:00,67.41335,,,,66.61192,68.13528,68.41399,404.9857
2024-03-06 13:00:00,71.49712,,,,66.7205,71.77705,70.7486,407.0061
2024-03-06 14:00:00,160.6157,,,,141.2402,155.0379,154.3864,901.3974
2024-03-06 15:00:00,94.17564,,,,83.59395,87.67802,87.26567,502.2574
2024-03-06 16:00:00,28.77521,,,,25.27025,26.30557,26.42022,149.2733
2024-03-06 17:00:00,11.67508,,,,8.640205,9.639708,9.582731,46.76982
2024-03-06 18:00:00,0,,,,0,0,0,-8.416964
2024-03-06 19:00:00,0,,,,0,0,0,-8.484495
2024-03-06 20:00:00,0,,,,0,0,0,-8.461324
2024-03-06 21:00:00,0,,,,0,0,0,-8.485061
2024-03-06 22:00:00,0,,,,0,0,0,-8.477607
2024-03-06 23:00:00,0,,,,0,0,0,-8.435692
2024-03-07 00:00:00,0,,,,0,0,0,-8.447194
2024-03-07 01:00:00,0,,,,0,0,0,-8.449682
2024-03-07 02:00:00,0,,,,0,0,0,-8.405505
2024-03-07 03:00:00,0,,,,0,0,0,-8.410695
2024-03-07 04:00:00,0,,,,0,0,0,-8.366485
2024-03-07 05:00:00,0,,,,0,0,0,-8.355319
2024-03-07 06:00:00,1.970717,,,,1.175932,0.1645913,0.1317555,-6.591183
2024-03-07 07:00:00,124.8399,,,,101.0907,110.3128,109.8231,614.4319
2024-03-07 08:00:00,393.8636,,,,387.82,419.0518,430.8226,2406.021
2024-03-07 09:00:00,634.7661,,,,628.4082,667.4896,677.2249,3863.73
2024-03-07 10:00:00,669.9176,,,,585.8204,472.0479,485.3701,3200.439
2024-03-07 11:00:00,423.3584,,,,214.2094,339.214,337.4246,1785.746
2024-03-07 12:00:00,765.8754,,,,570.3673,613.1449,579.263,3471.906
2024-03-07 13:00:00,584.5439,,,,546.0845,559.2495,553.4683,3261.368
