NC Solar I,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - 1A, Total AC Active Power","SMA Inverter - 2A, Total AC Active Power","SMA Inverter - 1B, Total AC Active Power","SMA Inverter - 2B, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-03-01 00:00:00,0,0,0,0,0,-0.5886728
2024-03-01 01:00:00,0,0,0,0,0,-0.6164876
2024-03-01 02:00:00,0,0,0,0,0,-0.6127412
2024-03-01 03:00:00,0.0124375,0,0,0,0,-0.6074337
2024-03-01 04:00:00,0.02487501,0,0,0,0,-0.5696916
2024-03-01 05:00:00,0.01386111,0,0,0,0,-0.5717916
2024-03-01 06:00:00,0.4074698,1.396655,0.5513587,2.049464,1.437778,-0.4675871
2024-03-01 07:00:00,40.34219,25.82807,17.88866,28.06576,27.53016,14.72235
2024-03-01 08:00:00,133.8396,103.0878,73.82899,101.9393,109.2847,54.01548
2024-03-01 09:00:00,315.4822,159.0195,116.8399,156.7034,169.0811,72.50368
2024-03-01 10:00:00,469.0577,164.7988,126.3631,163.6013,185.0722,138.8708
2024-03-01 11:00:00,161.7648,78.38844,56.75969,79.06432,83.57672,61.25946
2024-03-01 12:00:00,246.063,103.0177,76.61699,102.5511,113.4301,85.56915
2024-03-01 13:00:00,190.8676,68.40484,51.67693,69.40266,76.03728,96.07827
2024-03-01 14:00:00,94.53624,34.90917,25.79296,37.30474,38.34281,56.3957
2024-03-01 15:00:00,66.25617,18.95079,13.33418,21.85057,21.13561,25.53329
2024-03-01 16:00:00,40.88903,13.18847,9.578692,15.72374,15.95432,29.66295
2024-03-01 17:00:00,11.52285,0.4176218,0.08780266,1.489251,0.6558639,1.057722
2024-03-01 18:00:00,0.5267021,0,0,2.5803e-05,8.314062e-06,-0.1259942
2024-03-01 19:00:00,0.01196117,0,0,0,0,-0.1268958
2024-03-01 20:00:00,0.03726105,0,0,0,0,-0.2931531
2024-03-01 21:00:00,0.03723825,0,0,0,0,-1.170277
2024-03-01 22:00:00,0.03843883,0,0,0,0,-1.70982
2024-03-01 23:00:00,0.03818402,0,0,0,0,-1.704812
2024-03-02 00:00:00,0.02552778,0,0,0,0,-1.919276
2024-03-02 01:00:00,0.02491667,0,0,0,0,-1.972115
2024-03-02 02:00:00,0.02543055,0,0,0,0,-1.878187
2024-03-02 03:00:00,0.02453241,0,0,0,0,-1.730852
2024-03-02 04:00:00,0.02425926,0,0,0,0,-1.690601
2024-03-02 05:00:00,0.02475001,0,0,0,0,-1.756713
2024-03-02 06:00:00,0.2035531,0.2131934,0.01549829,0.5520705,0.250443,-1.682711
2024-03-02 07:00:00,29.03664,20.20932,13.05794,22.49324,20.45628,5.442796
2024-03-02 08:00:00,128.7205,72.89022,56.61144,74.13966,82.05295,48.5859
2024-03-02 09:00:00,190.3795,89.3569,65.49656,88.74536,96.54013,144.915
2024-03-02 10:00:00,257.887,133.503,95.60623,129.3471,144.6716,46.86929
2024-03-02 11:00:00,392.3246,151.0565,111.0528,148.6069,167.1993,133.2381
2024-03-02 12:00:00,359.1154,182.2084,139.4793,179.6022,206.2303,127.7091
2024-03-02 13:00:00,481.0445,195.0914,149.9344,198.1833,227.6437,186.5526
2024-03-02 14:00:00,601.599,252.9194,187.0929,251.7973,291.7733,131.5147
2024-03-02 15:00:00,479.9508,186.0589,144.7642,190.6405,218.5798,180.1642
2024-03-02 16:00:00,329.7259,100.5198,83.13173,106.0977,129.0383,104.1048
2024-03-02 17:00:00,115.7844,14.46579,14.2555,17.61731,23.2497,41.50572
2024-03-02 18:00:00,4.237147,0.003016096,0.003192782,0.03856373,0.02513029,-0.0760396
2024-03-02 19:00:00,0.01056944,0,0,0,0,-0.105175
2024-03-02 20:00:00,0.01964583,0,0,0,0,-0.393611
2024-03-02 21:00:00,0.03756944,0,0,0,0,-0.5318618
2024-03-02 22:00:00,0.01984028,0,0,0,0,-0.5683523
2024-03-02 23:00:00,0.03027083,0,0,0,0,-0.6012232
2024-03-03 00:00:00,0.03680556,0,0,0,0,-0.6100528
2024-03-03 01:00:00,0.007305555,0,0,0,0,-0.6343557
2024-03-03 02:00:00,0,0,0,0,0,-0.5580201
2024-03-03 03:00:00,0,0,0,0,0,-0.5505957
2024-03-03 04:00:00,0.03848611,0,0,0,0,-0.4413702
2024-03-03 05:00:00,0.03784722,0,0,0,0,-0.3731111
2024-03-03 06:00:00,0.5614209,0.0898766,0.02125031,0.9354774,0.1320631,-0.1699273
2024-03-03 07:00:00,12.51507,9.071822,5.52483,11.13984,10.23259,4.876271
2024-03-03 08:00:00,97.8715,55.19782,40.74075,56.90982,59.61703,32.4672
2024-03-03 09:00:00,236.4147,146.9264,108.3007,149.1493,158.2036,51.21669
2024-03-03 10:00:00,553.8462,253.3707,191.6457,252.2064,286.6047,459.6124
2024-03-03 11:00:00,611.2186,231.7995,170.9048,225.8759,267.5233,201.544
2024-03-03 12:00:00,512.918,228.7003,155.9001,221.068,245.6516,164.466
2024-03-03 13:00:00,583.3223,219.2951,159.4671,216.8058,249.06,402.7576
2024-03-03 14:00:00,363.9388,129.1626,104.1875,128.1888,158.157,55.1255
2024-03-03 15:00:00,277.8699,128.6525,97.55333,130.5127,150.2466,102.4918
2024-03-03 16:00:00,277.6353,81.92216,66.43193,85.66076,97.08075,120.5772
2024-03-03 17:00:00,135.9088,17.35969,15.60277,20.56435,24.50957,43.08899
2024-03-03 18:00:00,4.711261,0.01494687,0.005026857,0.05202255,0.03915957,0.004497049
2024-03-03 19:00:00,0.0551736,0,0,0,0,-0.02526394
2024-03-03 20:00:00,0.01246528,0,0,0,0,-0.1266178
2024-03-03 21:00:00,0.0293125,0,0,0,0,-0.3353834
2024-03-03 22:00:00,0.02065972,0,0,0,0,-0.4678095
2024-03-03 23:00:00,0.004263889,0,0,0,0,-0.5552885
2024-03-04 00:00:00,0.02136805,0,0,0,0,-0.5958013
2024-03-04 01:00:00,0.01248611,0,0,0,0,-0.6349281
2024-03-04 02:00:00,0.02633334,0,0,0,0,-0.589786
2024-03-04 03:00:00,0,0,0,0,0,-0.5912132
2024-03-04 04:00:00,0.004291666,0,0,0,0,-0.5021892
2024-03-04 05:00:00,0.02122917,0,0,0,0,-0.5997371
2024-03-04 06:00:00,1.058227,2.146188,1.154998,2.968129,2.612709,-0.2609258
2024-03-04 07:00:00,57.8706,44.97588,30.77139,46.89135,45.32992,15.18683
2024-03-04 08:00:00,216.2723,114.9624,84.21754,113.1423,124.2916,144.6882
2024-03-04 09:00:00,404.3874,206.0604,150.7343,202.0079,223.2882,166.6953
2024-03-04 10:00:00,440.8844,209.4335,154.1469,206.101,228.5266,159.1091
2024-03-04 11:00:00,403.8683,146.5568,108.2965,145.3972,161.3221,85.00612
2024-03-04 12:00:00,376.8616,159.0657,116.8059,157.4447,173.0721,76.39101
2024-03-04 13:00:00,445.5748,256.8675,183.5336,255.9799,272.9416,98.81259
2024-03-04 14:00:00,763.8445,233.7823,182.7855,236.1974,277.1675,150.0893
2024-03-04 15:00:00,247.1094,95.82835,70.3228,96.20795,104.3286,87.48422
2024-03-04 16:00:00,254.121,97.82227,77.87363,100.6994,118.3054,84.9259
2024-03-04 17:00:00,129.4032,17.58534,15.52874,20.84117,25.38265,24.04868
2024-03-04 18:00:00,7.335536,0.03632024,0.01948567,0.1819432,0.1034612,0.234349
2024-03-04 19:00:00,0.0622153,0,0,0,0,-0.03565973
2024-03-04 20:00:00,0,0,0,0,0,-0.07141989
2024-03-04 21:00:00,0.009368055,0,0,0,0,-0.3224912
2024-03-04 22:00:00,0.02698611,0,0,0,0,-0.4098921
2024-03-04 23:00:00,0.01177778,0,0,0,0,-0.4438816
2024-03-05 00:00:00,0.01143056,0,0,0,0,-0.4515898
2024-03-05 01:00:00,0.01202778,0,0,0,0,-0.5037317
2024-03-05 02:00:00,0.01259722,0,0,0,0,-0.580799
2024-03-05 03:00:00,0.02191667,0,0,0,0,-0.6023254
2024-03-05 04:00:00,0.02489584,0,0,0,0,-0.5863894
2024-03-05 05:00:00,0.01538195,0,0,0,0,-0.5836865
2024-03-05 06:00:00,4.323794,7.061951,2.18865,8.660078,5.900733,0.8324839
2024-03-05 07:00:00,141.7509,90.9279,57.72197,90.59557,88.70132,49.13162
2024-03-05 08:00:00,345.912,197.236,142.8309,192.1949,211.7449,147.1689
2024-03-05 09:00:00,551.2946,274.2744,198.3892,269.3958,301.4609,123.5507
2024-03-05 10:00:00,710.6126,309.0784,222.5345,304.4602,349.1662,146.3533
2024-03-05 11:00:00,799.9239,316.241,228.3079,313.8083,362.6952,268.987
2024-03-05 12:00:00,735.7553,288.7604,208.289,284.4609,329.1966,242.9807
2024-03-05 13:00:00,678.7933,273.4041,197.5355,270.3547,311.1344,231.9359
2024-03-05 14:00:00,639.901,237.2375,175.339,232.7506,276.7492,220.2042
2024-03-05 15:00:00,453.5562,147.1006,111.8345,149.5553,175.139,275.4348
2024-03-05 16:00:00,175.7143,53.78578,40.57339,55.93734,62.65679,106.948
2024-03-05 17:00:00,58.27076,9.965437,6.794703,12.25589,12.83533,19.39928
2024-03-05 18:00:00,2.941228,0.002858125,0.001338339,0.03380561,0.009443862,0.01699959
