"Sonne Two, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA SC-1850-US - 1, AC Real Power","SMA SC-1850-US - 2, AC Real Power","SMA SC-1850-US - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2024-03-01 00:00:00,0,0,0,0,-4.448255
2024-03-01 01:00:00,0,0,0,0,-4.463796
2024-03-01 02:00:00,0,0,0,0,-4.491279
2024-03-01 03:00:00,0,0,0,0,-4.512215
2024-03-01 04:00:00,0,0,0,0,-4.530543
2024-03-01 05:00:00,0,0,0,0,-4.58458
2024-03-01 06:00:00,0.1283583,0.25,0.5,0.25,-3.294187
2024-03-01 07:00:00,58.72271,100,101,97,296.2419
2024-03-01 08:00:00,74.6905,147.5,150.75,144.5,440.947
2024-03-01 09:00:00,76.36318,159.75,162,157,476.679
2024-03-01 10:00:00,66.91225,145.25,147.5,143,434.2979
2024-03-01 11:00:00,77.10571,165,167.25,162.75,493.1571
2024-03-01 12:00:00,80.82144,173.75,176.75,171.75,520.4526
2024-03-01 13:00:00,47.39987,103,104.5,101.5,306.82
2024-03-01 14:00:00,62.25214,132.5,134.5,130,394.7852
2024-03-01 15:00:00,40.43243,83.75,84.75,81.5,248.2047
2024-03-01 16:00:00,15.60287,29.75,29.5,28.25,85.54736
2024-03-01 17:00:00,5.181845,7.75,7.25,7,19.88972
2024-03-01 18:00:00,0.3488456,0.25,0.25,0.25,-3.626034
2024-03-01 19:00:00,0,0,0,0,-4.413158
2024-03-01 20:00:00,0,0,0,0,-4.40408
2024-03-01 21:00:00,0,0,0,0,-4.575429
2024-03-01 22:00:00,0,0,0,0,-4.576004
2024-03-01 23:00:00,0,0,0,0,-4.575418
2024-03-02 00:00:00,0,0,0,0,-4.497024
2024-03-02 01:00:00,0,0,0,0,-4.588161
2024-03-02 02:00:00,0,0,0,0,-4.684726
2024-03-02 03:00:00,0,0,0,0,-4.665468
2024-03-02 04:00:00,0,0,0,0,-4.656364
2024-03-02 05:00:00,0,0,0,0,-4.672383
2024-03-02 06:00:00,0.1125552,0,0,0,-4.671489
2024-03-02 07:00:00,43.93929,72.25,73.25,69.75,213.0661
2024-03-02 08:00:00,140.72,250.25,256.25,246,750.4797
2024-03-02 09:00:00,259.8965,461.5,464.25,444,1367.197
2024-03-02 10:00:00,248.5944,445.25,452.25,437,1332.127
2024-03-02 11:00:00,336.2001,614.5,617.25,594.5,1819.972
2024-03-02 12:00:00,412.3672,744.25,755,730.75,2221.05
2024-03-02 13:00:00,710.6459,1240.75,1241.25,1277.75,3729.926
2024-03-02 14:00:00,752.178,1485,1510.25,1512.5,4465.473
2024-03-02 15:00:00,659.9728,1296.5,1297.75,1263.5,3827.621
2024-03-02 16:00:00,417.4849,835,818,844.25,2484.91
2024-03-02 17:00:00,162.4241,296,273,296.5,861.9042
2024-03-02 18:00:00,2.974217,8.75,7.75,8.25,21.38392
2024-03-02 19:00:00,0,0,0,0,-4.575637
2024-03-02 20:00:00,0,0,0,0,-4.514326
2024-03-02 21:00:00,0,0,0,0,-4.549743
2024-03-02 22:00:00,0,0,0,0,-4.717772
2024-03-02 23:00:00,0,0,0,0,-4.755783
2024-03-03 00:00:00,0,0,0,0,-4.761519
2024-03-03 01:00:00,0,0,0,0,-4.771481
2024-03-03 02:00:00,0,0,0,0,-4.784073
2024-03-03 03:00:00,0,0,0,0,-4.789093
2024-03-03 04:00:00,0,0,0,0,-4.808163
2024-03-03 05:00:00,0,0,0,0,-4.790422
2024-03-03 06:00:00,0.5914941,0.5,0.5,0.5,-3.041476
2024-03-03 07:00:00,30.82969,52.5,51.75,49.25,150.9309
2024-03-03 08:00:00,99.60368,177.75,177.75,169,522.0835
2024-03-03 09:00:00,222.4779,395.25,398.25,380.5,1171.586
2024-03-03 10:00:00,227.8441,421.5,415,395.5,1228.568
2024-03-03 11:00:00,335.6685,617,608,576.75,1795.137
2024-03-03 12:00:00,208.609,384.5,388.5,370.5,1140.418
2024-03-03 13:00:00,323.1946,574.75,574.25,549.25,1693.076
2024-03-03 14:00:00,382.4567,748.5,769.25,845.25,2350.819
2024-03-03 15:00:00,693.1152,1322,1311.25,1306.25,3908.094
2024-03-03 16:00:00,434.8816,859.25,850.25,863.25,2558.911
2024-03-03 17:00:00,160.1516,294,272.5,294.5,857.6063
2024-03-03 18:00:00,2.236717,7,6,6.75,15.99771
2024-03-03 19:00:00,0,0,0,0,-4.533092
2024-03-03 20:00:00,0,0,0,0,-4.389158
2024-03-03 21:00:00,0,0,0,0,-4.455807
2024-03-03 22:00:00,0,0,0,0,-4.59826
2024-03-03 23:00:00,0,0,0,0,-4.667153
2024-03-04 00:00:00,0,0,0,0,-4.703644
2024-03-04 01:00:00,0,0,0,0,-4.754093
2024-03-04 02:00:00,0,0,0,0,-4.730708
2024-03-04 03:00:00,0,0,0,0,-4.735791
2024-03-04 04:00:00,0,0,0,0,-4.706339
2024-03-04 05:00:00,0,0,0,0,-4.608984
2024-03-04 06:00:00,0.398619,1,1,1,-1.18748
2024-03-04 07:00:00,73.09505,122.5,138.75,104.5,363.6351
2024-03-04 08:00:00,361.3055,716,771.75,682.75,2162.867
2024-03-04 09:00:00,521.3719,1011.75,1033,982.25,3008.36
2024-03-04 10:00:00,430.9178,780.75,769,713,2252.69
2024-03-04 11:00:00,838.8096,1502.75,1489.5,1474,4424.739
2024-03-04 12:00:00,1027.257,1637,1630.25,1638,4854.317
2024-03-04 13:00:00,844.5344,1382.75,1387.25,1483.75,4213.823
2024-03-04 14:00:00,797.1868,1449.75,1454.75,1463.75,4326.167
2024-03-04 15:00:00,647.6235,1223,1215.5,1197.75,3606.942
2024-03-04 16:00:00,310.9424,614.75,619.5,661.25,1887.067
2024-03-04 17:00:00,168.7287,302.5,283.5,306,888.4059
2024-03-04 18:00:00,3.978696,13.5,12.25,13,35.39
2024-03-04 19:00:00,0,0,0,0,-4.656501
2024-03-04 20:00:00,0,0,0,0,-4.546504
2024-03-04 21:00:00,0,0,0,0,-4.532069
2024-03-04 22:00:00,0,0,0,0,-4.610662
2024-03-04 23:00:00,0,0,0,0,-4.673987
2024-03-05 00:00:00,0,0,0,0,-4.782444
2024-03-05 01:00:00,0,0,0,0,-4.773009
2024-03-05 02:00:00,0,0,0,0,-4.771988
2024-03-05 03:00:00,0,0,0,0,-4.742426
2024-03-05 04:00:00,0,0,0,0,-4.706908
2024-03-05 05:00:00,0,0,0,0,-4.629912
2024-03-05 06:00:00,2.523074,4.5,4.5,3.5,8.898721
2024-03-05 07:00:00,94.92217,150.25,171.75,132,451.9367
2024-03-05 08:00:00,380.0379,717.5,770.5,683.25,2162.582
2024-03-05 09:00:00,590.379,1143.5,1183.5,1099.5,3401.311
2024-03-05 10:00:00,751.5848,1416.5,1449.25,1378.75,4210.091
2024-03-05 11:00:00,756.5992,1417.75,1443,1388.5,4211.414
2024-03-05 12:00:00,688.376,1281.25,1300.5,1260.5,3811.185
2024-03-05 13:00:00,651.9225,1208,1225.75,1197.25,3604.529
2024-03-05 14:00:00,585.7653,1088,1097,1079.75,3241.735
2024-03-05 15:00:00,394.0067,735,738,727.75,2190.564
2024-03-05 16:00:00,196.7245,363.5,366.5,363.5,1090.079
