Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2024-03-01 00:00:00,0,0,0,0,0,0,0,-8.19044
2024-03-01 01:00:00,0,0,0,0,0,0,0,-8.236738
2024-03-01 02:00:00,0,0,0,0,0,0,0,-8.254258
2024-03-01 03:00:00,0,0,0,0,0,0,0,-8.244058
2024-03-01 04:00:00,0,0,0,0,0,0,0,-8.18264
2024-03-01 05:00:00,0,0,0,0,0,0,0,-8.04335
2024-03-01 06:00:00,0.129826,0,0,0,0,0,0,-8.07711
2024-03-01 07:00:00,38.58326,20.95231,31.55935,21.05058,19.22299,18.72083,20.71274,125.4151
2024-03-01 08:00:00,62.56461,59.21586,59.41722,59.56032,55.40004,53.64843,60.48648,344.2784
2024-03-01 09:00:00,36.32259,37.61201,38.01533,37.36143,34.3245,33.71605,37.69832,214.1162
2024-03-01 10:00:00,53.66115,56.15235,56.95425,56.01557,51.1317,50.15702,55.2548,322.1407
2024-03-01 11:00:00,78.44431,80.42591,81.23359,80.59691,73.83078,72.09898,79.82502,466.6672
2024-03-01 12:00:00,107.1498,110.5231,112.0961,110.4061,100.9198,98.82145,108.9755,643.607
2024-03-01 13:00:00,75.16665,78.16191,78.36674,78.58858,73.07484,70.95266,79.89239,458.7349
2024-03-01 14:00:00,129.7142,129.769,132.0222,129.4947,118.3078,115.8997,127.6924,757.0531
2024-03-01 15:00:00,34.87646,34.18858,34.66074,34.1488,31.10858,30.4075,33.73946,192.063
2024-03-01 16:00:00,19.76855,18.07082,17.93794,18.6182,16.97065,16.55275,18.50482,97.68407
2024-03-01 17:00:00,4.206745,2.271195,2.898161,3.053467,2.818861,2.397172,3.210635,8.93625
2024-03-01 18:00:00,0.03982248,0,0,0,0,0,0,-8.014274
2024-03-01 19:00:00,0,0,0,0,0,0,0,-8.072556
2024-03-01 20:00:00,0,0,0,0,0,0,0,-8.113366
2024-03-01 21:00:00,0,0,0,0,0,0,0,-8.077029
2024-03-01 22:00:00,0,0,0,0,0,0,0,-8.196288
2024-03-01 23:00:00,0,0,0,0,0,0,0,-8.180171
2024-03-02 00:00:00,0,0,0,0,0,0,0,-8.100884
2024-03-02 01:00:00,0,0,0,0,0,0,0,-8.188807
2024-03-02 02:00:00,0,0,0,0,0,0,0,-8.248485
2024-03-02 03:00:00,0,0,0,0,0,0,0,-8.262276
2024-03-02 04:00:00,0,0,0,0,0,0,0,-8.239964
2024-03-02 05:00:00,0,0,0,0,0,0,0,-8.203438
2024-03-02 06:00:00,0.295382,0,0,0,0,0,0,-8.083312
2024-03-02 07:00:00,32.08277,17.71722,26.32811,22.62569,21.78108,20.66802,17.88988,119.9534
2024-03-02 08:00:00,115.0763,101.8805,101.8629,103.7328,96.62275,93.24638,106.201,601.7882
2024-03-02 09:00:00,201.4158,178.7702,180.047,180.3797,166.0821,161.2207,179.6157,1048.612
2024-03-02 10:00:00,278.5176,249.5423,252.466,250.544,233.5616,225.819,253.1463,1477.635
2024-03-02 11:00:00,336.1235,303.9901,303.3543,307.7838,290.668,280.3076,316.08,1819.559
2024-03-02 12:00:00,422.2112,386.6848,358.8137,414.6697,404.2436,402.5558,423.6043,2405.174
2024-03-02 13:00:00,847.1119,685.077,711.8022,700.7448,645.7561,651.4082,692.2841,4093.666
2024-03-02 14:00:00,751.5771,631.9889,600.816,709.9114,679.9542,671.6469,678.0988,3965.811
2024-03-02 15:00:00,618.5289,519.925,478.2054,550.2103,506.2671,498.6531,594.8932,3150.397
2024-03-02 16:00:00,336.2447,237.0052,229.2918,253.8401,281.3476,244.23,332.424,1581.387
2024-03-02 17:00:00,136.8382,92.53894,63.0502,115.5218,112.2133,113.6372,121.6324,619.2134
2024-03-02 18:00:00,2.256714,1.935749,1.573634,2.197542,2.030176,1.845624,2.280664,3.920588
2024-03-02 19:00:00,0,0,0,0,0,0,0,-7.994941
2024-03-02 20:00:00,0,0,0,0,0,0,0,-8.071857
2024-03-02 21:00:00,0,0,0,0,0,0,0,-8.178393
2024-03-02 22:00:00,0,0,0,0,0,0,0,-8.188621
2024-03-02 23:00:00,0,0,0,0,0,0,0,-8.239022
2024-03-03 00:00:00,0,0,0,0,0,0,0,-8.265239
2024-03-03 01:00:00,0,0,0,0,0,0,0,-8.219722
2024-03-03 02:00:00,0,0,0,0,0,0,0,-8.246323
2024-03-03 03:00:00,0.01570098,0,0,0,0,0,0,-8.195865
2024-03-03 04:00:00,0,0,0,0,0,0,0,-8.168997
2024-03-03 05:00:00,0,0,0,0,0,0,0,-8.121231
