Jersey Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA 1850kW Inverter - 1, AC Real Power","SMA 1850kW Inverter - 2, AC Real Power","SMA 1850kW Inverter - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2024-03-01 00:00:00,0,0,0,0,-7.097938
2024-03-01 01:00:00,0,0,0,0,-7.084536
2024-03-01 02:00:00,0,0,0,0,-7.078098
2024-03-01 03:00:00,0,0,0,0,-7.07007
2024-03-01 04:00:00,0,0,0,0,-7.060236
2024-03-01 05:00:00,0,0,0,0,-7.024622
2024-03-01 06:00:00,0.6448999,0.75,1,1,-4.135322
2024-03-01 07:00:00,111.2548,180.25,183.5,165.25,520.8289
2024-03-01 08:00:00,331.0189,612.25,614.25,577,1799.908
2024-03-01 09:00:00,472.3956,890.5,897.5,888.75,2696.346
2024-03-01 10:00:00,645.9366,1178.5,1185.5,1192.75,3597.364
2024-03-01 11:00:00,615.4824,1118.5,1147.25,1127.75,3374.011
2024-03-01 12:00:00,388.5831,683.5,678.75,676.75,2063.917
2024-03-01 13:00:00,351.5172,608.25,616.25,615.5,1842.864
2024-03-01 14:00:00,153.8277,282.5,280.75,277.75,847.9325
2024-03-01 15:00:00,52.61235,111,110.5,110,329.9164
2024-03-01 16:00:00,42.4123,76,77,76.75,223.9657
2024-03-01 17:00:00,14.92624,22.25,23,23.25,63.76937
2024-03-01 18:00:00,0.2874685,0,0,0,-6.939701
2024-03-01 19:00:00,0,0,0,0,-6.959808
2024-03-01 20:00:00,0,0,0,0,-6.962191
2024-03-01 21:00:00,0,0,0,0,-6.999493
2024-03-01 22:00:00,0,0,0,0,-7.055528
2024-03-01 23:00:00,0,0,0,0,-7.067787
2024-03-02 00:00:00,0,0,0,0,-7.082003
2024-03-02 01:00:00,0,0,0,0,-7.033576
2024-03-02 02:00:00,0.09548775,0,0,0,-7.028715
2024-03-02 03:00:00,0.02261928,0,0,0,-7.007919
2024-03-02 04:00:00,0,0,0,0,-6.991399
2024-03-02 05:00:00,0,0,0,0,-6.989225
2024-03-02 06:00:00,0.1431159,0,0,0,-6.942801
2024-03-02 07:00:00,35.49452,53.5,52.5,51.5,149.7134
2024-03-02 08:00:00,109.4766,166.25,171.25,183.75,515.4311
2024-03-02 09:00:00,168.9684,309.75,292,278.5,908.0616
2024-03-02 10:00:00,354.3691,587.75,578.5,597.75,1831.129
2024-03-02 11:00:00,421.8282,658,697.75,721.75,2081.517
2024-03-02 12:00:00,541.5693,771,892.75,1031,2681.706
2024-03-02 13:00:00,906.7307,1380.5,1454.25,1375.25,4188.958
2024-03-02 14:00:00,848.7287,1414.5,1413,1409.5,4258.959
2024-03-02 15:00:00,456.7989,754.75,795.25,819,2365.955
2024-03-02 16:00:00,203.4062,364.25,366.5,366.75,1212.094
2024-03-02 17:00:00,60.42268,94.75,93.5,92.25,281.1957
2024-03-02 18:00:00,0.8602242,0.5,0.5,0.25,-5.518269
2024-03-02 19:00:00,0,0,0,0,-6.926819
2024-03-02 20:00:00,0,0,0,0,-6.974973
2024-03-02 21:00:00,0,0,0,0,-7.013084
2024-03-02 22:00:00,0,0,0,0,-7.033564
2024-03-02 23:00:00,0,0,0,0,-7.030663
2024-03-03 00:00:00,0,0,0,0,-7.031892
2024-03-03 01:00:00,0,0,0,0,-7.026128
2024-03-03 02:00:00,0,0,0,0,-7.007673
2024-03-03 03:00:00,0,0,0,0,-6.999534
2024-03-03 04:00:00,0,0,0,0,-6.998978
2024-03-03 05:00:00,0,0,0,0,-6.948492
2024-03-03 06:00:00,1.242391,1.75,1.5,1.75,-1.46787
2024-03-03 07:00:00,63.61883,99.5,99.5,98.75,291.9264
2024-03-03 08:00:00,224.8436,402,403.5,397,1199.784
2024-03-03 09:00:00,584.7521,1077.5,1067,1054,3253.552
2024-03-03 10:00:00,663.9176,1221.75,1210.75,1183.5,3666.034
2024-03-03 11:00:00,644.4627,1168.25,1170,1189.25,3561.09
2024-03-03 12:00:00,410.0953,691.75,698,705.25,2083.458
2024-03-03 13:00:00,407.2082,676,686.25,683.75,2063.025
2024-03-03 14:00:00,307.1245,532.75,532,517,1587.925
2024-03-03 15:00:00,341.468,590,585,573,1762.564
2024-03-03 16:00:00,205.767,347.75,348.75,341.25,1048.828
2024-03-03 17:00:00,110.0006,165.75,175.25,164.5,508.852
2024-03-03 18:00:00,3.997209,7.25,7.75,7.5,16.60334
2024-03-03 19:00:00,0,0,0,0,-6.964005
2024-03-03 20:00:00,0,0,0,0,-6.974418
2024-03-03 21:00:00,0,0,0,0,-7.049107
2024-03-03 22:00:00,0,0,0,0,-7.050063
2024-03-03 23:00:00,0,0,0,0,-7.048464
2024-03-04 00:00:00,0,0,0,0,-7.066184
2024-03-04 01:00:00,0,0,0,0,-7.04246
2024-03-04 02:00:00,0,0,0,0,-6.987335
2024-03-04 03:00:00,0,0,0,0,-6.973418
2024-03-04 04:00:00,0,0,0,0,-6.963282
2024-03-04 05:00:00,0,0,0,0,-6.881378
2024-03-04 06:00:00,1.868114,2.75,2.75,3,1.587407
2024-03-04 07:00:00,105.7024,162.5,168,171.5,496.3052
2024-03-04 08:00:00,302.1679,575.25,538.25,534.5,1670.439
2024-03-04 09:00:00,647.2975,1099,1140.5,1179,3495.887
2024-03-04 10:00:00,581.6379,1059.5,1044.75,1059.5,3141.562
2024-03-04 11:00:00,794.4529,1334.25,1325,1302,3952.74
2024-03-04 12:00:00,805.5895,1385.5,1245.25,1264.5,3894.885
2024-03-04 13:00:00,928.5626,1502,1546,1478.5,4506.431
2024-03-04 14:00:00,514.6925,1105.5,1033.5,994.25,3025.912
2024-03-04 15:00:00,482.4604,795,822,807.25,2479.808
2024-03-04 16:00:00,220.2518,300.75,353.5,378.5,1054.264
2024-03-04 17:00:00,53.70226,86.25,91.25,88.25,265.3224
2024-03-04 18:00:00,2.221186,2.75,3.25,3,3.334929
2024-03-04 19:00:00,0,0,0,0,-6.954731
2024-03-04 20:00:00,0,0,0,0,-7.002896
2024-03-04 21:00:00,0,0,0,0,-7.050288
2024-03-04 22:00:00,0,0,0,0,-7.074051
2024-03-04 23:00:00,0,0,0,0,-7.049793
2024-03-05 00:00:00,0,0,0,0,-7.053811
