S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2024-03-01 00:00:00,,,,,,,,,,,,-8.787648
2024-03-01 01:00:00,,,,,,,,,,,,-8.760373
2024-03-01 02:00:00,0.001431944,,,,,,,,,,,-8.774507
2024-03-01 03:00:00,,,,,,,,,,,,-8.737541
2024-03-01 04:00:00,,,,,,,,,,,,-8.694292
2024-03-01 05:00:00,,,,,,,,,,,,-8.652797
2024-03-01 06:00:00,5.870416,,,,,,,,,,,-8.119599
2024-03-01 07:00:00,100.1945,,,,,,,,,,,368.4095
2024-03-01 08:00:00,,,,,,,,,,,,1174.643
2024-03-01 09:00:00,,,,,,,,,,,,1882.555
2024-03-01 10:00:00,,,,,,,,,,,,2193.473
2024-03-01 11:00:00,268.6672,,,,,,,,,,,1218.027
2024-03-01 12:00:00,292.2631,,,,,,,,,,,1013.115
2024-03-01 13:00:00,113.0697,61.59404,61.97337,61.28483,64.31835,61.76897,,55.20218,37.64911,62.10629,46.77296,631.4871
2024-03-01 14:00:00,88.08477,49.91187,50.29697,49.47048,52.23455,50.20425,,44.89317,30.69551,50.40704,38.02426,398.6257
2024-03-01 15:00:00,50.51502,29.36118,29.55741,29.11781,30.911,29.65421,,26.20547,17.62185,29.92636,19.86059,228.8672
2024-03-01 16:00:00,43.28757,23.54254,23.5348,23.35572,24.77304,23.65735,,17.71347,13.62284,24.17005,15.43458,178.37
2024-03-01 17:00:00,10.77249,2.632158,4.480333,4.286757,5.098307,3.523155,,2.368971,1.359494,4.164243,2.493699,18.70365
2024-03-01 18:00:00,0.00636086,0,0,0,0,0,,0,0,0,0,-8.902849
2024-03-01 19:00:00,0,0,0,0,0,0,,0,0,0,0,-8.675954
2024-03-01 20:00:00,0,0,0,0,0,0,,0,0,0,0,-8.685868
2024-03-01 21:00:00,0,0,0,0,0,0,,0,0,0,0,-8.731121
2024-03-01 22:00:00,0,0,0,0,0,0,,0,0,0,0,-8.774046
2024-03-01 23:00:00,0,0,0,0,0,0,,0,0,0,0,-8.809542
2024-03-02 00:00:00,0,0,0,0,0,0,,0,0,0,0,-8.849848
2024-03-02 01:00:00,0,0,0,0,0,0,,0,0,0,0,-8.82926
2024-03-02 02:00:00,0,0,0,0,0,0,,0,0,0,0,-8.804685
2024-03-02 03:00:00,0,0,0,0,0,0,,0,0,0,0,-8.742185
2024-03-02 04:00:00,0,0,0,0,0,0,,0,0,0,0,-8.718019
2024-03-02 05:00:00,0,0,0,0,0,0,,0,0,0,0,-8.682168
2024-03-02 06:00:00,0.1170183,0,0,0,0,0,,0,0,0,0,-8.820325
2024-03-02 07:00:00,40.11608,16.41251,17.06082,15.83192,16.8452,17.03648,,13.40364,9.028362,17.91631,12.87103,127.7198
2024-03-02 08:00:00,142.9736,64.08978,64.86218,63.15261,66.85373,65.62609,,57.86229,39.97344,64.75791,47.82905,518.2044
2024-03-02 09:00:00,203.5304,99.73279,96.44096,104.8372,103.5438,93.84624,,84.56851,58.46773,91.24249,70.65222,782.7971
2024-03-02 10:00:00,341.9609,161.2682,164.3473,159.3979,166.9291,162.3796,,144.1888,100.0399,154.3323,121.9391,1265.798
2024-03-02 11:00:00,302.3404,144.299,145.9236,144.4344,150.4712,143.8358,,127.8926,87.90378,140.2855,106.0037,1150.728
2024-03-02 12:00:00,366.067,166.7186,173.0001,170.1765,177.1304,173.7657,,153.7256,108.1459,184.1487,132.4686,1403.003
2024-03-02 13:00:00,506.3202,234.4326,259.0587,241.7172,242.2473,259.4877,,209.248,144.1761,275.1036,212.8933,1998.74
2024-03-02 14:00:00,355.0608,170.4786,176.3332,170.2295,184.1575,176.5015,,161.0382,104.5919,200.8523,142.0959,1435.199
2024-03-02 15:00:00,379.9105,184.1569,202.3262,178.7868,202.4422,190.9666,,159.6834,105.835,190.063,153.2845,1523.31
2024-03-02 16:00:00,140.1854,65.00797,64.11407,63.5415,65.92789,63.65379,,56.16615,37.87096,65.03745,49.16459,508.8984
2024-03-02 17:00:00,151.5204,65.46564,66.359,62.72713,65.95997,66.70994,,56.01939,38.41344,58.86464,46.56359,508.9435
2024-03-02 18:00:00,2.151505,1.410213,1.12254,0.633003,0.7031868,1.345826,,0.6107965,0.4119683,1.374921,0.31175,-2.197529
2024-03-02 19:00:00,0,0,0,0,0,0,,0,0,0,0,-8.625192
