Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2024-03-01 00:00:00,0,0,0,0,0,0,-14.0077
2024-03-01 01:00:00,0,0,0,0,0,0,-13.97795
2024-03-01 02:00:00,0,0,0,0,0,0,-13.95475
2024-03-01 03:00:00,0,0,0,0,0,0,-13.94726
2024-03-01 04:00:00,0,0,0,0,0,0,-14.0045
2024-03-01 05:00:00,0,0,0,0,0,0,-14.04681
2024-03-01 06:00:00,0,0.5549735,0.5549735,0.553307,0.5506945,0.5506945,-18.9421
2024-03-01 07:00:00,13.14858,21.5614,21.53707,21.87709,21.11179,20.14264,79.22556
2024-03-01 08:00:00,96.90981,126.3749,124.9348,128.8758,123.0647,119.0282,601.1335
2024-03-01 09:00:00,173.4966,219.7734,218.2408,224.3975,213.1932,207.1626,1063.427
2024-03-01 10:00:00,265.1919,326.6258,324.0487,333.8429,317.0598,304.9661,1589.479
2024-03-01 11:00:00,246.4151,299.6256,296.0654,306.8106,291.099,281.7265,1457.796
2024-03-01 12:00:00,419.4666,524.7028,509.9039,542.9331,509.3256,501.14,2566.637
2024-03-01 13:00:00,257.4485,315.4905,309.9663,322.3427,304.5907,295.6652,1530.835
2024-03-01 14:00:00,171.3553,209.3609,206.0918,213.2793,202.0771,195.5697,1006.49
2024-03-01 15:00:00,110.4251,128.9248,127.4654,131.3062,124.7468,120.394,610.1851
2024-03-01 16:00:00,48.00021,56.82453,55.7294,57.79734,55.18867,53.31548,253.7586
2024-03-01 17:00:00,11.93788,11.12736,11.37361,11.29122,10.94556,10.34933,27.62458
2024-03-01 18:00:00,0.19125,0,0,0,0,0,-20.59376
2024-03-01 19:00:00,0,0,0,0,0,0,-14.0071
2024-03-01 20:00:00,0,0,0,0,0,0,-14.0699
2024-03-01 21:00:00,0,0,0,0,0,0,-14.1044
2024-03-01 22:00:00,0,0,0,0,0,0,-14.10416
2024-03-01 23:00:00,0,0,0,0,0,0,-14.05243
2024-03-02 00:00:00,0,0,0,0,0,0,-14.05115
2024-03-02 01:00:00,0,0,0,0,0,0,-14.06824
2024-03-02 02:00:00,0,0,0,0,0,0,-14.10256
2024-03-02 03:00:00,0,0,0,0,0,0,-14.16928
2024-03-02 04:00:00,0,0,0,0,0,0,-14.16757
